value,time,kind
1.75882578919,1,1
1.37923404562,1,3
-1.22133277606,2,2
2.15423046207,2,4
1.65292988752,3,3
4.59377543101,3,5
3.65301277006,4,4
1.65680466103,4,0
6.04759661067,5,5
3.95978577282,5,1
3.05941442841,6,0
0.0857530060669,6,2
0.792258223167,7,1
1.79951842013,7,3
1.77746026721,8,2
5.12848124197,8,4
